Gender,Age at which Loan was Taken,Year of Application,A-levels,Education,Employment type,Current Employment Sector,Proposed Business Sector,Current Annual Income,Total Capital,Address,Refree Present,Refree 1,Refree 2,Refree 3,Loan Payment Failure
P,48,2003,86,STEM,Salaried,Agriculture,IT,128675,58128,GHI,0,NA,NA,NA,0
Q,45,2021,47,Law,Contractual,Finance,Finance,21800,68882,ABC,0,NA,NA,NA,1
P,47,2013,86,Arts,Contractual,Finance,Finance,147619,55184,ABC,0,NA,NA,NA,0
Q,49,2020,73,Law,Self Business,Civil,IT,90545,64214,MNP,0,NA,NA,NA,1
D,43,2002,84,Law,Self Business,IT,Finance,68400,43811,ABC,0,NA,NA,NA,1
Q,43,2021,65,Business,Self Business,Civil,Civil,115263,55714,ABC,0,NA,NA,NA,1
Q,50,2017,43,STEM,Salaried,IT,Agriculture,141549,57569,ABC,1,Self Business:137405,Self Business:102673,Self Business:119162,0
P,50,2010,69,STEM,Contractual,IT,Agriculture,53631,71143,MNP,0,NA,NA,NA,0
P,46,2010,60,STEM,Self Business,Agriculture,Civil,101173,39228,ABC,0,NA,NA,NA,1
P,40,2001,62,Arts,Contractual,Finance,IT,23475,77154,MNP,1,Self Business:131175,Contractual:46273,Contractual:126438,1
P,44,2011,88,STEM,Contractual,IT,Agriculture,51401,37475,TUK,1,Salaried:35667,Self Business:25977,Self Business:39154,1
D,45,2013,66,STEM,Salaried,Finance,Finance,122273,27889,GHI,1,Contractual:120150,Contractual:82886,Salaried:52455,0
P,48,2012,65,STEM,Self Business,Agriculture,IT,63867,56712,ABC,0,NA,NA,NA,0
D,41,2006,67,Law,Salaried,Civil,Agriculture,71532,20619,PQR,0,NA,NA,NA,0
C,45,2004,72,Arts,Self Business,IT,Finance,82648,64847,MNP,1,Self Business:58194,Contractual:96322,Contractual:137757,1
Q,45,2015,90,Law,Salaried,Finance,Agriculture,116823,65880,MNP,1,Contractual:95433,Salaried:79223,Salaried:90549,0
P,48,2004,78,Arts,Salaried,Civil,Finance,53824,32626,XYZ,1,Contractual:63820,Contractual:64887,Self Business:111878,1
C,50,2004,56,Arts,Contractual,Finance,Civil,26594,28859,TUK,1,Self Business:120901,Contractual:43648,Contractual:101762,1
P,48,2016,40,Arts,Contractual,Finance,Finance,57781,65684,MNP,0,NA,NA,NA,0
P,48,2015,61,Arts,Salaried,IT,IT,43286,73999,MNP,0,NA,NA,NA,0
C,43,2009,50,Arts,Contractual,Agriculture,IT,31354,43092,GHI,1,Contractual:115000,Contractual:58686,Contractual:44138,1
C,49,2004,72,Business,Salaried,Civil,Civil,99121,54729,ABC,1,Contractual:34069,Salaried:32624,Self Business:39118,1
P,41,2009,73,Business,Self Business,Civil,IT,131559,26092,ABC,1,Contractual:54162,Salaried:97700,Self Business:117643,0
C,41,2010,73,STEM,Self Business,Agriculture,Finance,123764,27211,MNP,1,Salaried:64352,Self Business:62716,Salaried:69220,1
C,42,2015,77,Arts,Contractual,Finance,Agriculture,121718,51748,TUK,1,Contractual:134262,Contractual:110864,Self Business:88356,0
C,45,2020,46,Law,Contractual,Finance,Agriculture,40718,70206,MNP,0,NA,NA,NA,0
P,45,2004,56,Law,Contractual,Finance,IT,119862,69410,XYZ,0,NA,NA,NA,1
P,47,2021,40,Business,Self Business,Finance,Civil,108082,71463,TUK,1,Salaried:50179,Self Business:50248,Contractual:126265,1
Q,48,2011,79,Arts,Salaried,Agriculture,Civil,140308,51239,GHI,0,NA,NA,NA,0
C,49,2015,87,Arts,Self Business,Civil,Civil,58486,69898,XYZ,1,Self Business:31952,Salaried:33822,Salaried:40222,1
D,40,2001,51,Business,Self Business,IT,Finance,72959,55684,ABC,1,Self Business:43066,Self Business:132026,Salaried:73738,1
C,45,2010,88,STEM,Contractual,Agriculture,IT,54735,29218,PQR,1,Self Business:25520,Contractual:34413,Contractual:40618,1
C,42,2004,84,Business,Contractual,IT,Agriculture,140397,70664,XYZ,0,NA,NA,NA,0
D,49,2006,63,STEM,Self Business,Agriculture,Finance,63244,56795,ABC,0,NA,NA,NA,0
P,40,2011,60,Business,Self Business,Civil,Finance,73216,56754,XYZ,1,Self Business:67636,Self Business:116406,Self Business:103448,1
D,43,2003,63,Law,Contractual,Agriculture,IT,54745,60379,MNP,1,Contractual:117368,Contractual:67024,Self Business:81775,1
Q,45,2011,40,Law,Salaried,Civil,Finance,94626,25161,TUK,0,NA,NA,NA,0
Q,46,2006,52,Arts,Contractual,Agriculture,Finance,92659,75815,XYZ,1,Contractual:125214,Self Business:52264,Contractual:76092,0
P,47,2003,47,Arts,Self Business,Finance,Finance,83313,42213,TUK,1,Self Business:42052,Salaried:111776,Contractual:110863,0
C,42,2000,83,Business,Contractual,Agriculture,Civil,34631,38947,XYZ,1,Self Business:108796,Contractual:142655,Salaried:105532,1
P,45,2021,63,Business,Self Business,Civil,Civil,42636,42344,TUK,1,Self Business:105825,Self Business:63383,Salaried:98496,1
P,46,2015,65,Business,Salaried,Finance,Civil,43008,47443,ABC,1,Salaried:53183,Self Business:107539,Contractual:107757,1
Q,47,2015,65,Law,Self Business,IT,Agriculture,51831,43701,XYZ,0,NA,NA,NA,1
P,49,2009,54,STEM,Contractual,Agriculture,IT,49656,66600,GHI,1,Contractual:52629,Salaried:84130,Self Business:47972,0
P,43,2009,49,Business,Self Business,Finance,Finance,140682,57548,ABC,1,Self Business:123422,Salaried:62299,Contractual:110790,1
C,41,2017,60,Arts,Contractual,Finance,Civil,108284,66236,PQR,0,NA,NA,NA,0
P,42,2008,61,STEM,Salaried,Agriculture,IT,41505,66926,XYZ,0,NA,NA,NA,1
Q,41,2022,74,STEM,Salaried,Civil,Civil,127528,49999,PQR,1,Salaried:103131,Contractual:50382,Contractual:65416,0
P,40,2016,62,Arts,Self Business,Civil,Civil,103691,69979,PQR,1,Contractual:90127,Contractual:55657,Contractual:72192,1
Q,46,1998,71,Arts,Contractual,Agriculture,Finance,77275,77938,XYZ,0,NA,NA,NA,0
D,45,2004,66,STEM,Salaried,IT,IT,100743,25688,MNP,1,Contractual:91602,Contractual:64738,Self Business:63487,1
P,49,2008,42,STEM,Self Business,Civil,IT,47699,41663,XYZ,0,NA,NA,NA,0
Q,44,2018,87,Business,Self Business,Finance,IT,110765,47251,GHI,0,NA,NA,NA,0
C,45,2018,64,Business,Contractual,Agriculture,Agriculture,53301,71522,GHI,1,Contractual:132716,Contractual:79685,Contractual:123588,1
P,45,2012,62,Arts,Self Business,Finance,Agriculture,86162,36587,XYZ,1,Self Business:118575,Salaried:63825,Salaried:131192,1
Q,46,2015,52,STEM,Contractual,IT,Finance,110978,79341,XYZ,1,Self Business:35473,Self Business:34188,Contractual:39221,1
Q,47,2020,70,Arts,Self Business,Agriculture,Agriculture,70720,54052,ABC,1,Contractual:116276,Self Business:62478,Self Business:47420,0
C,48,2016,54,Law,Self Business,Finance,IT,132492,27371,XYZ,1,Contractual:131038,Contractual:70556,Self Business:110001,0
Q,44,2006,71,Business,Contractual,Finance,IT,97849,71477,PQR,1,Contractual:130257,Self Business:126620,Salaried:119678,0
C,46,2006,54,Business,Salaried,Civil,Finance,98160,52871,XYZ,1,Contractual:101799,Contractual:86695,Contractual:57328,1
P,50,2016,62,Business,Salaried,Finance,Civil,92396,28563,XYZ,1,Self Business:115681,Salaried:70917,Contractual:143887,0
P,42,2001,43,Arts,Self Business,Finance,IT,64294,41871,XYZ,1,Self Business:137326,Contractual:117627,Salaried:112773,1
P,45,2021,43,Law,Self Business,IT,Civil,135365,44059,MNP,1,Salaried:86003,Salaried:124286,Self Business:102472,0
C,40,2020,75,Law,Self Business,Civil,Civil,78064,64208,TUK,0,NA,NA,NA,1
P,46,1998,46,Law,Contractual,Civil,Civil,43422,41445,ABC,1,Contractual:132887,Contractual:84605,Contractual:69870,1
C,44,2002,62,STEM,Salaried,Finance,Finance,83721,75499,ABC,1,Contractual:67225,Salaried:149164,Self Business:77017,1
D,40,2019,84,Business,Contractual,IT,Agriculture,91671,21458,GHI,0,NA,NA,NA,1
P,44,2022,60,Arts,Salaried,Finance,Agriculture,42728,33788,XYZ,1,Contractual:42184,Salaried:63767,Salaried:82916,0
P,41,2001,65,Business,Contractual,IT,Civil,131778,21199,GHI,1,Self Business:115493,Salaried:108912,Self Business:128007,1
C,44,2000,84,Arts,Self Business,Finance,IT,149922,36744,ABC,1,Contractual:51997,Contractual:124343,Self Business:106712,0
C,44,2001,54,STEM,Contractual,IT,Civil,28109,20500,XYZ,1,Salaried:113850,Salaried:66318,Contractual:70167,1
C,46,2002,53,Business,Self Business,Civil,Finance,41656,58470,XYZ,1,Self Business:114969,Salaried:148330,Self Business:63161,0
P,47,2002,42,Law,Contractual,Agriculture,Civil,65079,26228,TUK,0,NA,NA,NA,1
P,44,1998,58,Business,Self Business,Civil,Finance,62527,73092,GHI,0,NA,NA,NA,0
P,45,2007,50,Law,Salaried,Finance,Civil,109070,77882,TUK,0,NA,NA,NA,0
C,49,2009,55,Business,Contractual,Agriculture,Civil,21499,34402,GHI,0,NA,NA,NA,1
D,45,2000,76,Law,Salaried,Finance,IT,130229,39822,GHI,1,Contractual:65270,Self Business:81233,Self Business:139537,0
C,48,2006,54,Business,Contractual,IT,Agriculture,62948,39713,XYZ,1,Contractual:127301,Salaried:94893,Salaried:67162,0
Q,46,2002,61,Arts,Contractual,Civil,IT,47568,77319,MNP,1,Self Business:122709,Salaried:137619,Self Business:108528,0
D,48,2000,71,Law,Salaried,IT,Civil,107864,54115,ABC,1,Contractual:60704,Contractual:49839,Self Business:65059,1
D,45,2011,84,Law,Contractual,Civil,Finance,91601,42668,XYZ,0,NA,NA,NA,0
Q,50,2023,65,STEM,Salaried,Civil,Civil,116275,30522,XYZ,0,NA,NA,NA,0
D,44,2002,54,Business,Contractual,IT,IT,87771,48268,ABC,1,Salaried:55223,Contractual:93937,Self Business:45723,1
C,41,2002,53,Business,Self Business,IT,IT,99631,74181,GHI,0,NA,NA,NA,0
Q,48,2000,43,Arts,Self Business,Finance,Civil,57039,28262,ABC,0,NA,NA,NA,0
P,42,2007,49,Arts,Self Business,Finance,Agriculture,101121,45358,XYZ,0,NA,NA,NA,0
D,47,2011,54,Law,Contractual,IT,IT,59933,58647,PQR,1,Self Business:116967,Contractual:139629,Salaried:144055,0
P,45,2010,85,STEM,Contractual,Finance,IT,37548,37829,ABC,0,NA,NA,NA,1
P,50,2007,72,Law,Contractual,Agriculture,Finance,44651,60859,ABC,0,NA,NA,NA,1
D,43,2023,73,Law,Contractual,Agriculture,Civil,25669,67692,XYZ,1,Self Business:106726,Salaried:149746,Salaried:138425,1
C,41,2021,41,Law,Self Business,Civil,Civil,79810,39246,TUK,1,Contractual:145099,Contractual:65793,Contractual:63002,1
Q,45,2014,63,Law,Salaried,Civil,IT,62835,43451,TUK,0,NA,NA,NA,1
D,42,2016,73,Law,Salaried,Civil,IT,144971,52377,GHI,1,Contractual:88178,Contractual:142927,Self Business:90463,1
Q,46,2016,72,Arts,Salaried,Finance,Civil,80109,65664,MNP,1,Salaried:134857,Contractual:73327,Contractual:119396,1
P,50,2015,67,STEM,Contractual,Agriculture,IT,81000,60804,XYZ,1,Self Business:24844,Self Business:36211,Contractual:39462,1
Q,46,2000,59,Business,Contractual,IT,Civil,128529,62326,ABC,1,Salaried:94303,Contractual:99426,Self Business:61841,0
D,42,2018,79,Law,Salaried,Agriculture,Agriculture,67533,26165,TUK,1,Salaried:20960,Self Business:21472,Self Business:40095,1
C,48,2010,60,Business,Salaried,Civil,IT,45778,60891,ABC,0,NA,NA,NA,1
P,45,2003,83,Law,Contractual,Finance,Civil,140254,65450,TUK,0,NA,NA,NA,1
D,47,2022,83,Law,Self Business,Civil,Finance,89421,58895,XYZ,1,Self Business:34029,Self Business:26718,Salaried:40320,1
P,47,2003,80,Law,Self Business,Civil,Finance,57710,32269,TUK,1,Salaried:144063,Self Business:66201,Self Business:138754,1
P,40,2007,86,Business,Self Business,IT,Agriculture,99957,45448,PQR,1,Salaried:123814,Contractual:125149,Contractual:101807,0
D,41,2017,73,Business,Contractual,Agriculture,Civil,89011,53224,GHI,1,Contractual:133920,Contractual:79797,Contractual:71581,1
D,50,2010,87,Arts,Salaried,Finance,Finance,108701,35046,XYZ,1,Contractual:25392,Contractual:30447,Contractual:39437,1
C,47,2019,50,STEM,Contractual,Civil,Agriculture,71672,64965,GHI,1,Self Business:126851,Contractual:103170,Salaried:148697,0
D,46,2020,72,Law,Self Business,Civil,Civil,96035,26094,ABC,0,NA,NA,NA,1
C,45,2015,52,Arts,Self Business,Agriculture,IT,93356,53752,GHI,0,NA,NA,NA,0
C,40,1999,68,STEM,Self Business,Civil,IT,91586,71236,MNP,0,NA,NA,NA,0
D,40,1999,88,Business,Contractual,IT,Finance,25064,54839,TUK,1,Self Business:68224,Self Business:142588,Salaried:62468,1
Q,46,2005,56,Business,Contractual,Finance,IT,29933,64833,MNP,1,Contractual:70340,Contractual:129565,Salaried:106795,1
P,40,2003,64,STEM,Contractual,IT,Agriculture,23141,33876,MNP,0,NA,NA,NA,1
Q,49,2020,46,Arts,Self Business,IT,Civil,77104,56326,GHI,1,Self Business:91066,Contractual:128358,Salaried:69362,1
P,44,2010,69,STEM,Salaried,Agriculture,Agriculture,95914,78445,XYZ,1,Contractual:50755,Salaried:85079,Salaried:61655,0
Q,46,2011,40,STEM,Contractual,Agriculture,Finance,142087,31507,XYZ,1,Contractual:53082,Contractual:149491,Salaried:142894,1
C,40,2014,49,Business,Salaried,Agriculture,IT,76155,27145,XYZ,0,NA,NA,NA,0
D,41,2016,71,Business,Contractual,IT,Agriculture,84612,54732,PQR,0,NA,NA,NA,1
P,40,2023,45,STEM,Self Business,Civil,IT,88198,54663,XYZ,0,NA,NA,NA,0
Q,44,2023,75,Law,Salaried,Civil,Finance,58766,73901,XYZ,0,NA,NA,NA,0
Q,48,2003,75,Arts,Contractual,Agriculture,Finance,20162,41282,PQR,0,NA,NA,NA,1
P,49,2019,61,STEM,Contractual,Finance,Civil,108047,41689,ABC,0,NA,NA,NA,0
D,49,2001,67,Arts,Contractual,Agriculture,Agriculture,143673,29625,XYZ,0,NA,NA,NA,1
Q,43,2010,57,STEM,Contractual,Civil,Finance,48906,62591,TUK,0,NA,NA,NA,0
P,47,2001,47,STEM,Self Business,Civil,Agriculture,43095,33491,TUK,1,Contractual:87344,Contractual:76410,Salaried:116951,0
C,50,2013,44,Business,Contractual,Civil,IT,85141,42240,ABC,0,NA,NA,NA,0
P,40,2004,61,Arts,Salaried,IT,Agriculture,141516,37269,XYZ,1,Contractual:131795,Contractual:93038,Self Business:69004,1
C,46,2003,49,STEM,Salaried,Civil,Agriculture,140692,52727,MNP,0,NA,NA,NA,0
C,48,2008,64,Business,Contractual,Agriculture,Finance,56020,25490,PQR,1,Contractual:80280,Self Business:44736,Contractual:76167,1
P,40,1998,53,Business,Self Business,Finance,IT,41122,25412,PQR,0,NA,NA,NA,0
P,49,2005,50,Arts,Salaried,Civil,Civil,116324,51629,XYZ,1,Contractual:67426,Contractual:132034,Contractual:103978,1
Q,44,2020,77,Arts,Contractual,Civil,IT,92516,42073,TUK,1,Contractual:30026,Contractual:34493,Self Business:40505,1
P,47,2013,42,Law,Salaried,Civil,Civil,88373,49928,TUK,1,Contractual:78369,Contractual:66172,Salaried:98263,1
C,45,2013,79,Arts,Salaried,Finance,Civil,131568,39163,PQR,1,Self Business:114806,Contractual:132735,Salaried:115519,0
P,47,2007,73,STEM,Self Business,Agriculture,Agriculture,117987,57949,TUK,1,Salaried:135389,Self Business:103951,Contractual:69451,0
P,50,2012,65,Arts,Contractual,IT,IT,34379,47183,XYZ,1,Self Business:53798,Contractual:83949,Contractual:126284,1
Q,42,2020,58,Law,Self Business,Finance,Agriculture,110228,51057,ABC,1,Contractual:51517,Salaried:82263,Self Business:139894,0
C,42,2022,55,Law,Contractual,IT,IT,45296,52685,GHI,1,Self Business:107558,Contractual:44201,Contractual:146685,0
Q,40,2002,44,Law,Contractual,IT,IT,64605,74067,XYZ,0,NA,NA,NA,1
D,47,2023,76,Business,Self Business,Finance,Civil,42074,50284,PQR,1,Contractual:83682,Salaried:131992,Contractual:88270,0
Q,45,2002,40,Law,Contractual,Finance,IT,94462,29642,MNP,1,Salaried:72764,Contractual:40976,Salaried:73939,0
C,50,2022,49,Business,Self Business,Finance,Civil,138664,58961,MNP,1,Self Business:133268,Salaried:45270,Contractual:46236,0
P,47,2002,51,Law,Self Business,Finance,Finance,72145,55558,ABC,0,NA,NA,NA,1
C,47,2007,41,Arts,Contractual,Finance,Finance,36127,40856,GHI,0,NA,NA,NA,1
P,50,2020,82,Arts,Contractual,Finance,IT,128842,56107,MNP,1,Salaried:64779,Contractual:54840,Salaried:90535,1
C,44,2022,49,Law,Salaried,Agriculture,Finance,134020,34047,PQR,0,NA,NA,NA,0
Q,50,2005,83,Law,Contractual,Finance,Finance,114073,57217,XYZ,0,NA,NA,NA,0
D,45,2004,49,Arts,Self Business,Agriculture,IT,138731,26194,XYZ,1,Self Business:124795,Salaried:139832,Self Business:126346,0
D,49,2007,53,Arts,Contractual,Agriculture,IT,106598,22688,TUK,1,Salaried:45177,Salaried:72230,Self Business:88879,0
D,42,2009,87,Business,Salaried,IT,Agriculture,142405,41374,MNP,0,NA,NA,NA,0
Q,42,2022,60,Law,Contractual,Finance,IT,36268,34354,GHI,0,NA,NA,NA,1
P,46,2018,84,Law,Self Business,Finance,IT,55051,24875,TUK,0,NA,NA,NA,0
P,43,2012,87,Arts,Self Business,Agriculture,Agriculture,54706,42813,XYZ,1,Self Business:49740,Salaried:84409,Self Business:87318,0
P,43,1998,72,STEM,Self Business,Civil,IT,45671,25466,XYZ,1,Salaried:23994,Self Business:27941,Contractual:39064,1
C,47,2023,90,STEM,Self Business,IT,Civil,56357,23897,PQR,1,Self Business:36379,Salaried:38802,Contractual:40255,1
Q,41,2006,51,Business,Salaried,Civil,IT,50850,60417,PQR,0,NA,NA,NA,1
P,50,2016,83,Business,Salaried,IT,Finance,113511,77882,ABC,1,Self Business:111568,Self Business:76080,Contractual:56962,0
C,49,2016,62,Law,Self Business,IT,Agriculture,116759,21585,PQR,0,NA,NA,NA,1
P,41,2000,68,Business,Salaried,Agriculture,Finance,93385,44837,ABC,1,Salaried:40335,Salaried:136117,Salaried:83923,1
D,40,2015,70,Law,Contractual,IT,IT,65985,52232,GHI,1,Contractual:87495,Salaried:58747,Salaried:115747,0
Q,40,2017,84,STEM,Salaried,Agriculture,IT,131386,78061,PQR,0,NA,NA,NA,0
C,49,2008,46,Arts,Salaried,Agriculture,Civil,49923,51914,ABC,1,Contractual:129129,Self Business:149814,Self Business:80894,0
C,41,2021,73,Business,Salaried,Civil,IT,125899,36004,TUK,1,Contractual:113899,Contractual:103375,Contractual:64349,1
Q,44,2003,64,STEM,Contractual,Agriculture,IT,29917,47724,PQR,1,Self Business:86082,Self Business:76547,Salaried:51233,1
D,43,2013,75,Arts,Salaried,IT,Agriculture,47851,37773,TUK,1,Contractual:75460,Contractual:122426,Contractual:88518,1
Q,44,2003,68,Business,Self Business,Finance,Finance,121192,50537,PQR,1,Salaried:42451,Contractual:78864,Contractual:130179,0
Q,41,2003,54,Arts,Salaried,Agriculture,Finance,106325,28823,XYZ,0,NA,NA,NA,0
C,50,2012,51,Arts,Self Business,IT,Finance,117701,25907,GHI,0,NA,NA,NA,0
Q,40,2021,40,Arts,Salaried,Agriculture,IT,82144,78630,PQR,0,NA,NA,NA,0
P,42,2008,45,Law,Self Business,Civil,IT,112782,56510,XYZ,0,NA,NA,NA,1
P,43,2010,83,STEM,Contractual,Finance,Agriculture,31523,71642,XYZ,0,NA,NA,NA,1
P,43,2021,81,Law,Self Business,Civil,Civil,92523,74802,GHI,1,Self Business:60137,Contractual:52629,Self Business:60633,0
C,40,2011,84,Arts,Contractual,Agriculture,Finance,149725,29820,PQR,1,Self Business:50309,Self Business:96134,Salaried:133233,0
P,47,2019,44,Law,Salaried,Finance,Agriculture,109286,24591,ABC,1,Contractual:79387,Self Business:148748,Self Business:122886,1
D,45,2013,58,STEM,Contractual,Civil,Agriculture,22722,58299,GHI,0,NA,NA,NA,1
D,41,2004,40,Business,Self Business,Finance,Agriculture,92452,40156,MNP,1,Contractual:40405,Contractual:114852,Self Business:55740,1
P,40,2010,56,STEM,Contractual,IT,Civil,43481,64381,GHI,0,NA,NA,NA,0
Q,44,2010,70,STEM,Contractual,Civil,Finance,41649,53908,XYZ,1,Self Business:23424,Self Business:26430,Salaried:39773,1
P,47,2001,52,Law,Self Business,IT,Agriculture,146739,45854,XYZ,0,NA,NA,NA,1
P,44,2007,42,STEM,Salaried,Civil,Civil,116425,67658,XYZ,1,Salaried:40272,Self Business:89812,Self Business:93600,0
C,47,2019,72,STEM,Self Business,Finance,Civil,131365,78237,MNP,1,Contractual:32852,Salaried:31593,Contractual:39010,1
Q,42,2001,56,STEM,Self Business,IT,IT,85136,68220,GHI,1,Contractual:130622,Self Business:149004,Salaried:70773,1
P,42,2001,89,Business,Contractual,Finance,IT,130635,35759,TUK,1,Contractual:129778,Salaried:105745,Contractual:41883,1
P,44,2009,70,Law,Salaried,IT,Agriculture,74334,25610,ABC,0,NA,NA,NA,1
Q,46,2001,90,Arts,Salaried,IT,Agriculture,144593,60326,ABC,1,Self Business:20914,Contractual:32145,Self Business:40581,1
P,43,2016,56,Law,Contractual,Finance,Finance,30406,53096,MNP,0,NA,NA,NA,1
D,47,2014,67,Law,Self Business,Agriculture,Civil,51031,49153,ABC,0,NA,NA,NA,0
D,49,2014,40,STEM,Salaried,IT,Finance,70720,40811,MNP,1,Self Business:121680,Self Business:127527,Contractual:148153,0
Q,41,2002,48,STEM,Self Business,Civil,IT,57799,55225,XYZ,0,NA,NA,NA,1
D,41,2012,89,Law,Salaried,Civil,Agriculture,108778,66929,PQR,0,NA,NA,NA,0
D,44,2016,89,STEM,Salaried,Agriculture,Civil,94022,70694,GHI,1,Contractual:42018,Salaried:148142,Self Business:100119,0
Q,50,2001,71,STEM,Contractual,Agriculture,IT,24403,38979,ABC,0,NA,NA,NA,1
P,48,2014,80,Arts,Contractual,Agriculture,Finance,130737,25563,TUK,1,Self Business:67471,Contractual:77192,Self Business:120378,1
P,40,2006,71,Business,Self Business,Agriculture,Finance,144831,55767,MNP,0,NA,NA,NA,0
D,48,2001,89,Arts,Self Business,IT,Finance,98537,59336,ABC,0,NA,NA,NA,1
C,41,2012,77,STEM,Contractual,IT,Finance,124896,49400,XYZ,1,Salaried:131672,Salaried:46781,Salaried:113785,0
C,42,2012,84,Arts,Self Business,Agriculture,IT,144262,25880,ABC,1,Contractual:101857,Contractual:100887,Self Business:116756,1
P,42,2006,41,Arts,Contractual,Finance,Finance,79424,25831,MNP,1,Contractual:87496,Contractual:97503,Contractual:70872,1
D,49,2008,64,Arts,Salaried,Finance,IT,128483,26376,MNP,0,NA,NA,NA,0
P,45,2017,54,Law,Contractual,Agriculture,Finance,78302,55379,XYZ,0,NA,NA,NA,0
D,46,2001,55,Business,Contractual,Finance,IT,47305,56496,GHI,1,Contractual:148403,Contractual:79602,Self Business:113345,1
C,41,2005,86,STEM,Contractual,Agriculture,Civil,57622,40040,GHI,1,Salaried:121850,Self Business:142924,Self Business:122638,0
C,42,2016,77,Business,Salaried,Civil,Civil,98737,26400,TUK,1,Salaried:79913,Salaried:85681,Self Business:95057,0
D,45,2015,70,STEM,Self Business,Agriculture,Civil,52971,27008,ABC,0,NA,NA,NA,0
D,49,1999,80,STEM,Salaried,Finance,IT,99258,68215,TUK,1,Contractual:141928,Self Business:142369,Salaried:62114,0
P,45,2021,58,STEM,Contractual,IT,IT,46143,56671,PQR,0,NA,NA,NA,1
C,40,2011,40,Arts,Salaried,Civil,Agriculture,50856,33273,MNP,0,NA,NA,NA,0
P,43,2011,87,STEM,Self Business,Agriculture,Finance,130756,54546,TUK,1,Self Business:102674,Contractual:146413,Salaried:42650,0
P,45,2014,42,Business,Contractual,Agriculture,Civil,28796,44914,MNP,0,NA,NA,NA,1
Q,50,2004,89,STEM,Self Business,Agriculture,Finance,121214,53392,TUK,1,Self Business:38898,Salaried:25940,Salaried:39544,1
Q,41,2021,49,Business,Self Business,Agriculture,Civil,130083,79155,GHI,1,Salaried:88113,Contractual:91141,Contractual:111014,1
D,44,2004,54,Arts,Contractual,IT,Agriculture,125441,73689,PQR,1,Contractual:33567,Contractual:33723,Salaried:39844,1
